ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12676887,JF214548,08/14/2020 06:00:00 PM,080XX S CLYDE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,0414,004,8,46,11,,,2020,04/22/2022 04:47:41 PM,,,
12676878,JF214404,04/04/2022 02:25:00 PM,001XX W MADISON ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,false,false,0122,001,42,32,11,,,2022,04/22/2022 04:47:41 PM,,,
12849594,JF422953,09/27/2022 12:00:00 AM,063XX N NORTHWEST HWY,1110,DECEPTIVE PRACTICE,BOGUS CHECK,STREET,false,false,1612,016,41,10,11,,,2022,10/06/2022 04:55:30 PM,,,
12677364,JF215870,11/01/2021 12:01:00 AM,059XX N ELSTON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1622,016,45,11,11,,,2021,04/22/2022 04:47:41 PM,,,
12850026,JF423420,09/20/2022 12:00:00 PM,033XX N OAKLEY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER (SPECIFY),false,false,1921,019,32,5,11,,,2022,10/06/2022 04:55:30 PM,,,
12676620,JF214951,11/11/2016 09:00:00 AM,075XX S CRANDON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0414,004,7,43,11,,,2016,04/22/2022 04:47:41 PM,,,
12677358,JF215665,01/01/2021 12:00:00 AM,012XX W CORNELIA AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,1924,019,44,6,11,,,2021,04/27/2022 04:53:08 PM,,,
12744760,JF296924,02/15/2017 05:25:00 PM,042XX N MARINE DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,,false,false,1915,019,46,3,11,,,2017,06/29/2022 04:55:16 PM,,,
12442909,JE244551,05/27/2021 10:24:00 AM,039XX W ROOSEVELT RD,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,true,false,1132,011,24,29,18,,,2021,07/02/2022 04:48:34 PM,,,
12745341,JF298441,06/25/2014 12:00:00 PM,012XX N CENTRAL PARK AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,2535,025,26,23,11,,,2014,06/29/2022 04:55:16 PM,,,
12744710,JF297692,12/02/2020 12:00:00 AM,013XX E 62ND ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0314,003,20,42,11,,,2020,06/29/2022 04:55:16 PM,,,
12445110,JE283360,06/29/2021 10:00:00 AM,006XX W OHARE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING / PROPERTY,true,false,1654,016,41,76,18,,,2021,07/02/2022 04:48:34 PM,,,
12849621,JF422767,05/01/2022 08:00:00 AM,031XX S HALSTED ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SIDEWALK,false,false,0913,009,11,60,11,,,2022,10/06/2022 04:55:30 PM,,,
12445115,JE290783,06/05/2021 11:00:00 AM,006XX W OHARE ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,GOVERNMENT BUILDING / PROPERTY,true,false,1654,016,41,76,18,,,2021,07/02/2022 04:48:34 PM,,,
12397974,JE184393,03/30/2021 01:49:00 PM,009XX S ALBANY AVE,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,SIDEWALK,true,false,1134,011,28,27,18,,,2021,04/23/2022 04:50:17 PM,,,
12400958,JE190262,04/05/2021 02:38:00 PM,066XX S DAMEN AVE,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,true,false,0726,007,16,67,18,,,2021,04/23/2022 04:50:17 PM,,,
12401152,JE190271,04/05/2021 02:45:00 PM,039XX W JACKSON BLVD,2027,NARCOTICS,POSSESS - CRACK,ALLEY,true,false,1132,011,28,26,18,,,2021,04/23/2022 04:50:17 PM,,,
12407482,JE189096,04/04/2021 10:28:00 AM,040XX W VAN BUREN ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,true,false,1132,011,28,26,18,,,2021,04/23/2022 04:50:17 PM,,,
12407488,JE189066,04/04/2021 09:58:00 AM,004XX S PULASKI RD,2027,NARCOTICS,POSSESS - CRACK,ALLEY,true,false,1132,011,28,26,18,,,2021,04/23/2022 04:50:17 PM,,,
12408456,JE192622,04/07/2021 04:40:00 PM,032XX W CHICAGO AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,true,false,1121,011,27,23,18,,,2021,04/23/2022 04:50:17 PM,,,
12677447,JF215866,04/27/2021 12:00:00 AM,064XX S KENWOOD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0314,003,20,42,11,,,2021,04/23/2022 04:52:21 PM,,,
12677565,JF216152,05/12/2021 08:00:00 AM,004XX S STATE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,LIBRARY,false,false,0113,001,4,32,11,,,2021,04/23/2022 04:52:21 PM,,,
12849467,JF422709,09/12/2022 12:01:00 AM,001XX W MONROE ST,1120,DECEPTIVE PRACTICE,FORGERY,HOTEL / MOTEL,false,false,0122,001,42,32,10,,,2022,10/06/2022 04:55:30 PM,,,
12676310,JF214570,06/06/2005 12:01:00 AM,021XX N KEDZIE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1413,014,26,22,11,,,2005,04/23/2022 04:52:21 PM,,,
12677852,JF215921,01/08/2016 09:10:00 AM,020XX N ORLEANS ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1814,018,43,7,11,,,2016,04/23/2022 04:52:21 PM,,,
12677878,JF215931,01/08/2014 09:25:00 AM,047XX W WASHINGTON BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1113,011,28,25,11,,,2014,04/23/2022 04:52:21 PM,,,
12677776,JF216372,06/26/2021 12:00:00 AM,035XX N ASHLAND AVE,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,false,false,1922,019,47,6,10,,,2021,04/23/2022 04:52:21 PM,,,
12677863,JF215938,04/08/2020 09:50:00 AM,016XX W MAYPOLE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1224,012,27,28,11,,,2020,04/23/2022 04:52:21 PM,,,
12678093,JF216457,08/16/2021 12:00:00 AM,100XX S LAFAYETTE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0511,005,9,49,11,,,2021,04/23/2022 04:52:21 PM,,,
12849831,JF422904,04/01/2022 09:00:00 AM,021XX W GARFIELD BLVD,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,0715,007,15,67,11,,,2022,10/06/2022 04:55:30 PM,,,
12849666,JF422934,09/29/2022 09:00:00 AM,014XX W TAYLOR ST,1120,DECEPTIVE PRACTICE,FORGERY,RESTAURANT,false,false,1231,012,28,28,10,,,2022,10/06/2022 04:55:30 PM,,,
12544780,JE449329,11/14/2020 12:00:00 AM,035XX W CERMAK RD,1120,DECEPTIVE PRACTICE,FORGERY,OTHER (SPECIFY),true,false,1024,010,24,29,10,,,2020,05/21/2022 04:47:13 PM,,,
12677621,JF216092,10/06/2021 01:00:00 AM,013XX W FULTON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,COMMERCIAL / BUSINESS OFFICE,false,false,1215,012,27,28,11,,,2021,04/23/2022 04:52:21 PM,,,
12849513,JF422729,07/28/2022 10:00:00 AM,013XX N LAKE SHORE DR,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,false,false,1824,018,43,8,11,,,2022,10/06/2022 04:55:30 PM,,,
12673985,JF211882,01/01/2001 02:00:00 PM,071XX S EAST END AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0324,003,7,43,11,,,2001,04/23/2022 04:52:21 PM,,,
12677854,JF216051,06/01/2021 11:05:00 AM,060XX S Normal Blvd,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0711,007,20,68,11,,,2021,04/23/2022 04:52:21 PM,,,
12677721,JF216101,06/18/2021 12:00:00 AM,008XX W 27TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0913,009,11,60,11,,,2021,04/23/2022 04:52:21 PM,,,
12677674,JF216350,08/22/2018 12:01:00 AM,008XX N CHRISTIANA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1121,011,27,23,11,,,2018,04/23/2022 04:52:21 PM,,,
12677873,JF215952,09/20/2020 02:25:00 PM,015XX N Wood St,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1424,014,2,24,11,,,2020,04/23/2022 04:52:21 PM,,,
12677522,JF216093,09/21/2021 12:00:00 AM,020XX N LINCOLN PARK WEST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1814,018,43,7,11,,,2021,04/23/2022 04:52:21 PM,,,
12675468,JF213569,04/15/2001 12:00:00 AM,052XX W DAKIN ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,false,false,1634,016,45,15,11,,,2001,04/23/2022 04:52:21 PM,,,
12539752,JE443815,11/13/2021 02:58:00 AM,002XX W ONTARIO ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,VEHICLE NON-COMMERCIAL,true,false,1831,018,42,8,11,1174469,1904439,2021,01/25/2022 03:48:42 PM,41.893179585,-87.634686145,"(41.893179585, -87.634686145)"
12677409,JF215929,11/01/2017 12:00:00 AM,052XX S INDIANA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0231,002,3,40,11,,,2017,04/24/2022 04:48:35 PM,,,
12849897,JF423327,07/29/2022 01:00:00 PM,035XX W PIERCE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,1422,014,26,23,11,,,2022,10/06/2022 04:55:30 PM,,,
12678734,JF217052,12/23/2019 03:00:00 PM,093XX S WALLACE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,2223,022,21,73,11,,,2019,04/24/2022 04:50:46 PM,,,
12678723,JF217120,04/04/2022 05:25:00 PM,102XX S SEELEY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,2213,022,19,72,11,,,2022,04/24/2022 04:50:46 PM,,,
12849795,JF423211,09/20/2022 12:00:00 PM,042XX N MOODY AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,false,false,1624,016,38,15,11,,,2022,10/06/2022 04:55:30 PM,,,
12678735,JF217061,02/16/2021 01:59:00 PM,115XX S WATKINS AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),false,false,2234,022,34,75,11,,,2021,04/24/2022 04:50:46 PM,,,
12678718,JF216967,04/11/2022 07:55:00 AM,060XX S FAIRFIELD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0825,008,16,66,11,,,2022,04/24/2022 04:50:46 PM,,,
12849727,JF422850,09/26/2022 02:02:00 PM,070XX S WENTWORTH AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE,false,false,0731,007,6,69,11,,,2022,10/06/2022 04:55:30 PM,,,
12678730,JF217099,04/01/2022 12:00:00 PM,007XX N ABERDEEN ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,false,false,1214,012,27,24,11,,,2022,04/24/2022 04:50:46 PM,,,
12849466,JF416402,09/10/2022 12:00:00 AM,052XX W JACKSON BLVD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,false,false,1522,015,29,25,11,,,2022,10/06/2022 04:55:30 PM,,,
12849632,JF421350,08/28/2022 12:00:00 AM,014XX W 44TH ST,1120,DECEPTIVE PRACTICE,FORGERY,FACTORY / MANUFACTURING BUILDING,false,false,0924,009,11,61,10,,,2022,10/06/2022 04:55:30 PM,,,
12678731,JF216930,12/29/2021 12:00:00 AM,007XX N Larrabee ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1831,018,42,8,11,,,2021,04/24/2022 04:50:46 PM,,,
12678726,JF217105,11/01/2021 12:00:00 AM,096XX S DAMEN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,2213,022,19,72,11,,,2021,04/24/2022 04:50:46 PM,,,
12850594,JF424023,07/18/2022 12:00:00 AM,027XX S POPLAR AVE,1120,DECEPTIVE PRACTICE,FORGERY,COMMERCIAL / BUSINESS OFFICE,false,false,0913,009,11,60,10,,,2022,10/06/2022 04:55:30 PM,,,
12457001,JE283423,06/29/2021 11:13:00 AM,006XX W OHARE ST,2025,NARCOTICS,POSSESS - HALLUCINOGENS,GOVERNMENT BUILDING / PROPERTY,true,false,1654,016,41,76,18,,,2021,07/02/2022 04:48:34 PM,,,
12408572,JE193477,04/08/2021 02:25:00 PM,033XX W CHICAGO AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,true,false,1121,011,27,23,18,,,2021,04/26/2022 04:47:21 PM,,,
12745942,JF298154,08/01/2020 12:00:00 AM,046XX N HAMLIN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1723,017,35,14,11,,,2020,06/30/2022 04:48:57 PM,,,
12849701,JF422805,06/01/2020 12:00:00 PM,009XX W 77TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0621,006,17,71,11,,,2020,10/06/2022 04:55:30 PM,,,
12433987,JE221409,05/06/2021 10:44:00 AM,040XX W VAN BUREN ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VEHICLE NON-COMMERCIAL,true,false,1132,011,28,26,18,,,2021,07/02/2022 04:48:34 PM,,,
12849508,JF422779,09/23/2022 03:00:00 PM,075XX S INDIANA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0623,006,6,69,11,,,2022,10/06/2022 04:55:30 PM,,,
12449729,JE282344,06/28/2021 12:20:00 PM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,true,false,1134,011,24,29,18,,,2021,07/02/2022 04:48:34 PM,,,
12849772,JF423156,07/06/2022 07:00:00 PM,066XX S MOZART ST,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,APARTMENT,false,false,0831,008,17,66,11,,,2022,10/06/2022 04:55:30 PM,,,
12849613,JF422946,01/01/2022 12:00:00 AM,023XX W DEVON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,2413,024,50,2,11,,,2022,10/06/2022 04:55:30 PM,,,
12456842,JE272991,06/20/2021 10:52:00 AM,007XX W 66TH PL,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,ALLEY,true,false,0723,007,6,68,18,,,2021,07/02/2022 04:48:34 PM,,,
12745929,JF298358,01/01/2020 09:00:00 AM,033XX W PERSHING RD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0911,009,12,58,11,,,2020,06/30/2022 04:48:57 PM,,,
12434212,JE220225,05/05/2021 10:45:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,true,false,1134,011,24,29,18,,,2021,07/02/2022 04:48:34 PM,,,
12745957,JF298191,01/01/2016 12:00:00 AM,015XX N Hudson Ave,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1821,018,2,8,11,,,2016,06/30/2022 04:48:57 PM,,,
12449747,JE283888,06/29/2021 01:25:00 PM,100XX W OHARE ST,2091,NARCOTICS,FORFEIT PROPERTY,AIRPORT/AIRCRAFT,true,false,1651,016,41,76,18,,,2021,07/02/2022 04:48:34 PM,,,
12849796,JF423103,08/24/2022 09:00:00 AM,060XX W DAKIN ST,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,false,false,1633,016,38,17,10,,,2022,10/07/2022 04:46:51 PM,,,
12448734,JE271961,06/19/2021 02:00:00 PM,031XX W HARRISON ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,ALLEY,true,false,1134,011,24,27,18,,,2021,07/02/2022 04:48:34 PM,,,
12746473,JF299754,06/29/2021 01:00:00 AM,0000X N SACRAMENTO BLVD,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,APARTMENT,false,false,1222,012,27,27,11,,,2021,06/30/2022 04:48:57 PM,,,
12849949,JF423226,09/12/2022 12:00:00 AM,030XX N KEATING AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,RESIDENCE,false,false,2521,025,31,19,10,,,2022,10/06/2022 04:55:30 PM,,,
12416608,JE208631,04/24/2021 11:04:00 AM,055XX S HALSTED ST,2027,NARCOTICS,POSSESS - CRACK,VEHICLE NON-COMMERCIAL,true,false,0712,007,20,68,18,,,2021,04/26/2022 04:47:21 PM,,,
12679720,JF218250,04/12/2017 10:50:00 AM,091XX S Michigan ave,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0634,006,9,49,11,,,2017,04/25/2022 04:53:21 PM,,,
12416610,JE208635,04/24/2021 10:50:00 AM,056XX S HALSTED ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,true,false,0711,007,20,68,18,,,2021,04/26/2022 04:47:21 PM,,,
12745353,JF298481,03/01/2018 09:00:00 AM,040XX W POLK ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1132,011,24,26,11,,,2018,06/30/2022 04:48:57 PM,,,
12679735,JF218333,07/01/2015 09:45:00 AM,016XX N PARKSIDE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,2531,025,29,25,11,,,2015,04/25/2022 04:53:21 PM,,,
12849631,JF422928,09/10/2022 09:15:00 AM,036XX W 84TH PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0834,008,18,70,11,,,2022,10/06/2022 04:55:30 PM,,,
12679734,JF218325,02/01/2013 09:30:00 AM,068XX S WOOD ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0726,007,17,67,11,,,2013,04/25/2022 04:53:21 PM,,,
12679718,JF218323,03/01/2017 09:15:00 AM,029XX W LEXINGTON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1135,011,28,27,11,,,2017,04/25/2022 04:53:21 PM,,,
12849684,JF422884,09/29/2022 01:00:00 PM,037XX S WASHTENAW AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,0911,009,12,58,11,,,2022,10/06/2022 04:55:30 PM,,,
12679731,JF218330,08/01/2019 12:00:00 PM,073XX S COLES AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0334,003,7,43,11,,,2019,04/25/2022 04:53:21 PM,,,
12679724,JF218258,12/01/2019 08:15:00 AM,080XX S MERRILL AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,false,false,0414,004,8,46,11,,,2019,04/25/2022 04:53:21 PM,,,
12680096,JF219216,01/01/2017 12:00:00 AM,038XX S WABASH AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0213,002,3,35,11,,,2017,04/25/2022 04:53:21 PM,,,
12745965,JF298302,10/11/2019 05:30:00 PM,048XX N KENMORE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,2024,020,46,3,11,,,2019,06/30/2022 04:48:57 PM,,,
12679717,JF218320,12/13/2016 08:55:00 AM,041XX W CRESTLINE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0834,008,18,70,11,,,2016,04/25/2022 04:53:21 PM,,,
12849892,JF423276,09/10/2022 12:00:00 AM,003XX S MORGAN ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",COMMERCIAL / BUSINESS OFFICE,false,false,1232,012,25,28,11,,,2022,10/06/2022 04:55:30 PM,,,
12456098,JE326844,08/05/2021 10:33:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,true,false,1134,011,24,29,18,,,2021,07/02/2022 04:48:34 PM,,,
12849605,JF422865,09/21/2022 04:00:00 PM,008XX W 87TH ST,1120,DECEPTIVE PRACTICE,FORGERY,CURRENCY EXCHANGE,false,false,0613,006,21,71,10,,,2022,10/06/2022 04:55:30 PM,,,
12448815,JE283487,06/29/2021 12:00:00 PM,006XX W OHARE ST,2022,NARCOTICS,POSSESS - COCAINE,GOVERNMENT BUILDING / PROPERTY,true,false,1654,016,41,76,18,,,2021,07/02/2022 04:48:34 PM,,,
12408578,JE193510,04/08/2021 03:11:00 PM,011XX N LA SALLE DR,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),CTA BUS STOP,true,false,1824,018,27,8,18,,,2021,04/26/2022 04:47:21 PM,,,
12408597,JE193559,04/08/2021 03:58:00 PM,046XX W MAYPOLE AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,true,false,1113,011,28,25,18,,,2021,04/26/2022 04:47:21 PM,,,
12416492,JE194338,04/09/2021 12:32:00 PM,002XX E 69TH PL,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,true,false,0322,003,6,69,18,,,2021,04/26/2022 04:47:21 PM,,,
12416494,JE196126,04/11/2021 10:02:00 AM,003XX S HOMAN AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),VEHICLE NON-COMMERCIAL,true,false,1134,011,28,27,18,,,2021,04/26/2022 04:47:21 PM,,,
12416615,JE209560,04/25/2021 10:25:00 AM,038XX W FULTON ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,true,false,1122,011,37,26,18,,,2021,04/26/2022 04:47:21 PM,,,
12416616,JE211698,04/27/2021 11:51:00 AM,0000X N LOREL AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,true,false,1522,015,28,25,18,,,2021,04/26/2022 04:47:21 PM,,,
12416624,JE213854,04/29/2021 10:58:00 AM,044XX S DEARBORN ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,true,false,0215,002,3,38,18,,,2021,04/26/2022 04:47:21 PM,,,
12416641,JE214860,04/30/2021 11:53:00 AM,039XX W JACKSON BLVD,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,true,false,1122,011,28,26,18,,,2021,04/26/2022 04:47:21 PM,,,
12678482,JF217253,01/01/2019 12:00:00 PM,072XX S LUELLA AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,0333,003,5,43,11,,,2019,04/26/2022 04:47:21 PM,,,
12569062,JE165806,03/11/2021 09:15:00 AM,036XX W LEXINGTON ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),RESIDENCE - YARD (FRONT / BACK),true,false,1133,011,24,27,18,,,2021,04/26/2022 04:49:29 PM,,,
12569065,JE164537,03/10/2021 07:42:00 AM,032XX W CHICAGO AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),ALLEY,true,false,1121,011,27,23,18,,,2021,04/26/2022 04:49:29 PM,,,
12681186,JF220490,08/01/2018 12:00:00 AM,067XX N CAMPBELL AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,2412,024,50,2,11,,,2018,04/26/2022 04:49:29 PM,,,
12569089,JE167644,03/13/2021 08:33:00 AM,040XX W WILCOX ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VEHICLE NON-COMMERCIAL,true,false,1115,011,28,26,18,,,2021,04/26/2022 04:49:29 PM,,,
12850561,JF424045,09/11/2022 01:00:00 PM,055XX N CLARK ST,1120,DECEPTIVE PRACTICE,FORGERY,OTHER (SPECIFY),false,false,2012,020,40,77,10,,,2022,10/06/2022 04:55:30 PM,,,
12680734,JF219184,02/28/2022 07:25:00 PM,002XX W 24TH PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0914,009,25,34,11,,,2022,04/26/2022 04:49:29 PM,,,
12680917,JF220092,11/03/2021 12:00:00 AM,013XX S CLINTON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,SMALL RETAIL STORE,false,false,0124,001,11,28,11,,,2021,04/26/2022 04:49:29 PM,,,
12569097,JE165932,03/11/2021 01:42:00 PM,041XX W WILCOX ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,true,false,1115,011,28,26,18,,,2021,04/26/2022 04:49:29 PM,,,
12680713,JF219278,12/30/2021 12:00:00 AM,055XX N NORMANDY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1613,016,41,10,11,,,2021,04/26/2022 04:49:29 PM,,,
12680473,JF219630,03/02/2019 01:00:00 PM,026XX W NORTH AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1421,014,1,24,11,,,2019,04/26/2022 04:49:29 PM,,,
12569117,JE167023,03/12/2021 03:01:02 PM,010XX N PULASKI RD,2024,NARCOTICS,POSSESS - HEROIN (WHITE),APARTMENT,true,false,1112,011,37,23,18,,,2021,04/26/2022 04:49:29 PM,,,
12850577,JF424086,08/25/2022 12:00:00 PM,032XX W DICKENS AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1413,014,26,22,11,,,2022,10/06/2022 04:55:30 PM,,,
12681160,JF220468,04/26/2020 12:00:00 AM,0000X E HURON ST,1261,DECEPTIVE PRACTICE,UNAUTHORIZED VIDEOTAPING,RESIDENCE,false,false,1834,018,42,8,11,,,2020,04/26/2022 04:49:29 PM,,,
